PY	F	1910	Mary	14
PY	F	1910	Annie	12
PY	F	1910	Anna	10
PY	F	1910	Margaret	8
PY	F	1910	Helen	7
PY	F	1910	Elsie	6
PY	F	1910	Lucy	6
PY	F	1910	Dorothy	5
PY	F	1911	Mary	12
PY	F	1911	Margaret	7
PY	F	1911	Ruth	7
PY	F	1911	Annie	6
PY	F	1911	Elizabeth	6
PY	F	1911	Helen	6
PY	F	1912	Mary	9
PY	F	1912	Elsie	8
PY	F	1912	Agnes	7
PY	F	1912	Anna	7
PY	F	1912	Helen	7
PY	F	1912	Louise	7
PY	F	1912	Jean	6
PY	F	1912	Ruth	6
PY	F	1912	Alice	5
PY	F	1912	Esther	5
PY	F	1912	Ethel	5
PY	F	1912	Margaret	5
PY	F	1912	Marie	5
PY	F	1913	Mary	21
PY	F	1913	Elizabeth	9
PY	F	1913	Margaret	8
PY	F	1913	Helen	7
PY	F	1913	Alice	5
PY	F	1913	Annie	5
PY	F	1913	Louise	5
PY	F	1914	Mary	22
PY	F	1914	Margaret	10
PY	F	1914	Alice	8
PY	F	1914	Annie	8
PY	F	1914	Elizabeth	7
PY	F	1914	Helen	7
PY	F	1914	Clara	6
PY	F	1914	Dorothy	6
PY	F	1914	Martha	6
PY	F	1914	Agnes	5
PY	F	1914	Esther	5
PY	F	1914	Frances	5
PY	F	1914	Julia	5
PY	F	1914	Lillian	5
PY	F	1914	Mildred	5
PY	F	1914	Pauline	5
PY	F	1915	Mary	23
PY	F	1915	Alice	13
PY	F	1915	Helen	12
PY	F	1915	Anna	10
PY	F	1915	Dorothy	10
PY	F	1915	Margaret	9
PY	F	1915	Ruth	9
PY	F	1915	Elizabeth	7
PY	F	1915	Frances	6
PY	F	1915	Katherine	6
PY	F	1915	Martha	6
PY	F	1915	Annie	5
PY	F	1915	Clara	5
PY	F	1915	Emma	5
PY	F	1915	Hazel	5
PY	F	1915	Julia	5
PY	F	1915	Marie	5
PY	F	1915	Minnie	5
PY	F	1915	Pauline	5
PY	F	1916	Mary	18
PY	F	1916	Helen	12
PY	F	1916	Dorothy	8
PY	F	1916	Frances	8
PY	F	1916	Ruth	8
PY	F	1916	Alice	7
PY	F	1916	Anna	7
PY	F	1916	Agnes	6
PY	F	1916	Annie	6
PY	F	1916	Julia	6
PY	F	1916	Lillian	6
PY	F	1916	Margaret	6
PY	F	1916	Daisy	5
PY	F	1916	Edna	5
PY	F	1916	Esther	5
PY	F	1916	Evelyn	5
PY	F	1916	Florence	5
PY	F	1916	Katherine	5
PY	F	1916	Louise	5
PY	F	1916	Lucy	5
PY	F	1916	Marie	5
PY	F	1916	Sally	5
PY	F	1917	Mary	21
PY	F	1917	Margaret	11
PY	F	1917	Helen	10
PY	F	1917	Frances	9
PY	F	1917	Alice	7
PY	F	1917	Olga	7
PY	F	1917	Ruth	7
PY	F	1917	Clara	6
PY	F	1917	Dorothy	6
PY	F	1917	Anna	5
PY	F	1917	Edith	5
